,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 6-1,Thomas Enqvist,F,3-6 6-3 6-2,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Lleyton Hewitt,hard
1,H2H 5-1,Magnus Norman,SF,3-6 6-2 6-2,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Thomas Enqvist,hard
2,H2H 2-3,Nicolas Escude,SF,3-6 6-1 6-4,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Lleyton Hewitt,hard
3,H2H 4-1,Sebastien Grosjean,QF,7-6(1) 7-5,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Thomas Enqvist,hard
4,H2H 1-1,Alberto Martin,QF,6-4 6-3,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Magnus Norman,hard
5,H2H 4-1,Jason Stoltenberg,QF,6-2 6-2,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Lleyton Hewitt,hard
6,H2H 7-4,Tim Henman,QF,6-3 6-1,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Nicolas Escude,hard
7,H2H 3-1,Roger Federer,R16,7-6(5) 6-4,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Thomas Enqvist,hard
8,H2H 6-0,Jan-Michael Gambill,R16,3-6 7-6(4) 6-2,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Sebastien Grosjean,hard
9,H2H 5-2,Richard Fromberg,R16,7-5 6-4,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Magnus Norman,hard
10,H2H 1-0,James Sekulov,R16,7-6(2) 7-6(5),2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Alberto Martin,hard
11,H2H 1-0,Dejan Petrovic,R16,6-0 6-2,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Lleyton Hewitt,hard
12,H2H 1-0,Christian Vinck,R16,3-6 6-4 6-4,2000-01-03,https://matchstat.com/tennis/tournaments/m/Adelaide/2000,Adelaide,Jason Stoltenberg,hard
