,h2h,loser,round,score,start_date,surface,tournament_link,tournament_name,winner
21,H2H 1-0,Regina Rajchrtova,R32,4-6 6-2 6-0,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Kristin Godridge
22,H2H 1-0,Ulrike Priller,R32,6-2 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Radomira Zrubakova
23,H2H 1-0,Barbara Paulus,R32,6-3 3-6 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Stacey Martin
24,H2H 2-1,Elizabeth Smylie,R32,6-1 3-6 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Rachel McQuillan
25,H2H 6-1,Elise Burgin,R32,6-2 6-2,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Terry Phelps
26,H2H 1-2,Rosalyn Nideffer,R32,6-4 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Kimiko Date-Krumm
27,H2H 1-0,Eva Sviglerova,R32,3-6 7-5 7-5,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Patty Fendick
28,H2H 1-0,Carrie Cunningham,R32,6-2 2-6 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Judith Wiesner
29,H2H 3-0,Manon Bollegraf,R32,6-2 4-6 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Michelle Jaggard-Lai
30,H2H 1-0,Nathalie Herreman,R32,6-3 7-5,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Jana Novotna
31,H2H 1-2,Claudia Porwik,R64,7-6 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Petra Langrova
32,H2H 2-0,Eva Pfaff,R64,4-6 7-6 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Rennae Stubbs
33,H2H 2-1,Louise Field,R64,6-4 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Isabelle Demongeot
34,H2H 3-5,Anne Minter,R64,4-6 6-3 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Etsuko Inoue
35,H2H 1-0,Akiko Kijimuta,R64,6-3 3-6 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Dianne  Van Rensburg
36,H2H 1-0,Karine Quentrec-Eagle,R64,6-2 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Nicole Krijger-Jagerman
37,H2H 1-0,Cammy Macgregor,R64,7-5 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Brenda Schultz-McCarthy
38,H2H 2-0,Yukie Koizumi,R64,6-2 6-0,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Maya Kidowaki
39,H2H 1-0,Pascale Etchemendy,R64,6-4 6-0,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Kathy Rinaldi
40,H2H 1-0,Sabrina Goles,R64,3-6 6-4 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Regina Rajchrtova
41,H2H 1-0,Karen Shin,R64,7-5 2-6 7-5,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Kristin Godridge
42,H2H 1-0,Dianne Balestrat,R64,1-6 7-5 7-6,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Ulrike Priller
43,H2H 2-0,Ronni Reis,R64,1-6 6-2 7-5,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Stacey Martin
44,H2H 1-0,Celine Cohen,R64,6-3 2-6 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Elizabeth Smylie
45,H2H 3-0,Andrea Temesvari,R64,6-1 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Rachel McQuillan
46,H2H 4-1,Ann Henricksson,R64,6-3 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Terry Phelps
47,H2H 1-0,Nana Smith,R64,6-0 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Elise Burgin
48,H2H 1-0,Federica Bonsignori,R64,6-4 2-6 7-5,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Kimiko Date-Krumm
49,H2H 1-0,Ann Wunderlich,R64,7-5 0-6 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Eva Sviglerova
50,H2H 1-1,Jana Pospisilova,R64,6-0 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Carrie Cunningham
51,H2H 4-1,Nicole Bradtke,R64,7-6 6-2,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Judith Wiesner
52,H2H 1-1,Pascale Paradis-Mangon,R64,5-7 7-6 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Manon Bollegraf
53,H2H 1-0,Catherine Tanvier,R64,7-5 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Michelle Jaggard-Lai
54,H2H 1-1,Marianne Werdel-Witmeyer,R64,6-3 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,Nathalie Herreman
55,,H Mandlikova / P Shriver,F,6-3 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,J Novotna / H Sukova
56,,K Jordan / E Smylie,SF,7-6 6-0,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,J Novotna / H Sukova
57,,M Lindstrom / H Ludloff,SF,6-1 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,H Mandlikova / P Shriver
58,,E Burgin / R Nideffer,QF,6-4 6-2,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,J Novotna / H Sukova
59,,S Goles / J Smoller,QF,6-3 6-2,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,K Jordan / E Smylie
60,,L Field / L Gregory,QF,7-6 6-7 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,M Lindstrom / H Ludloff
61,,M Bollegraf / C Porwik,QF,7-5 3-6 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,H Mandlikova / P Shriver
62,,I Demongeot / C Tanvier,R16,6-3 6-2,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,J Novotna / H Sukova
63,,C Bakkum / D Van Rensburg,R16,6-1 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,E Burgin / R Nideffer
64,,J Hetherington / N Bradtke,R16,6-3 1-6 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,S Goles / J Smoller
65,,J Pospisilova / R Rajchrtova,R16,6-4 6-0,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,K Jordan / E Smylie
66,,R McQuillan / K Kunce,R16,6-4 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,L Field / L Gregory
67,,J Tremelling / W Turnbull,R16,6-3 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,M Lindstrom / H Ludloff
68,,R Reis / S Stafford,R16,6-3 3-6 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,M Bollegraf / C Porwik
69,,L Golarsa / J Wiesner,R16,7-5 4-6 6-2,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,H Mandlikova / P Shriver
70,,A Dechaume-Balleret / H Sprung,R32,6-2 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,I Demongeot / C Tanvier
71,,K Guse / N Pratt,R32,6-4 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,C Bakkum / D Van Rensburg
72,,C Macgregor / C Macgregor,R32,6-4 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,E Burgin / R Nideffer
73,,L Stacey / J Taylor,R32,6-4 5-7 7-6,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,S Goles / J Smoller
74,,B Cordwell / A Minter,R32,6-4 6-2,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,J Pospisilova / R Rajchrtova
75,,P Fendick / K Rinaldi,R32,6-7 6-4 7-6,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,K Jordan / E Smylie
76,,B Schultz-McCarthy / A Temesvari,R32,7-6 7-6,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,R McQuillan / K Kunce
77,,N Herreman / C Suire,R32,4-6 6-4 6-1,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,L Field / L Gregory
78,,C Cohen / L O'Neill,R32,4-6 7-5 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,M Lindstrom / H Ludloff
79,,A Henricksson / E Pfaff,R32,6-4 6-3,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,M Bollegraf / C Porwik
80,,B Paulus / R Zrubakova,R32,6-2 6-4,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,R Reis / S Stafford
81,,M Jaggard-Lai / T Phelps,R32,6-7 6-2 7-6,1990-01-01,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1990,Brisbane,L Golarsa / J Wiesner
82,H2H 1-0,Barbara Paulus,F,4-6 6-1 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Natalia Zvereva
83,H2H 3-3,Judith Wiesner,SF,6-4 3-6 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Barbara Paulus
84,H2H 2-2,Amy Frazier,SF,6-3 2-6 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Natalia Zvereva
85,H2H 2-2,Radomira Zrubakova,QF,6-2 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Barbara Paulus
86,H2H 3-1,Claudia Porwik,QF,6-3 4-6 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Judith Wiesner
87,H2H 4-3,Julie Halard-Decugis,QF,4-6 6-2 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Natalia Zvereva
88,H2H 1-0,Raffaella Reggi-Concato,QF,6-3 7-5,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Amy Frazier
89,H2H 3-1,Helena Sukova,R16,6-1 1-6 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Radomira Zrubakova
90,H2H 2-1,Nicole Bradtke,R16,7-6 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Barbara Paulus
91,H2H 1-1,Hana Mandlikova,R16,7-6 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Judith Wiesner
92,H2H 1-0,Jana Pospisilova,R16,6-1 6-0,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Claudia Porwik
93,H2H 2-0,Petra Langrova,R16,6-2 0-6 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Julie Halard-Decugis
94,H2H 2-0,Isabelle Demongeot,R16,6-1 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Natalia Zvereva
95,H2H 3-1,Gigi Fernandez,R16,6-1 7-5,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Raffaella Reggi-Concato
96,H2H 1-4,Jana Novotna,R16,6-3 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Amy Frazier
97,H2H 2-1,Ann Wunderlich,R32,6-2 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Helena Sukova
98,H2H 1-0,Ann Henricksson,R32,6-1 1-6 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Radomira Zrubakova
99,H2H 2-1,Brenda Schultz-McCarthy,R32,7-6 6-7 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Barbara Paulus
100,H2H 1-1,Rosalyn Nideffer,R32,6-2 7-6,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Nicole Bradtke
101,H2H 7-2,Elizabeth Smylie,R32,6-2 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Hana Mandlikova
102,H2H 2-0,Manon Bollegraf,R32,6-3 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Judith Wiesner
103,H2H 3-1,Elise Burgin,R32,6-3 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Claudia Porwik
104,H2H 1-0,Pam Shriver,R32,6-4 6-7 7-5,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Jana Pospisilova
105,H2H 4-4,Larisa Savchenko,R32,6-4 7-5,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Julie Halard-Decugis
106,H2H 1-0,Terry Phelps,R32,7-5 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Petra Langrova
107,H2H 3-0,Laura Golarsa,R32,6-4 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Natalia Zvereva
108,H2H 2-1,Helen Kelesi,R32,6-2 4-6 7-6,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Isabelle Demongeot
109,H2H 2-0,Shaun Stafford,R32,6-4 5-7 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Raffaella Reggi-Concato
110,H2H 2-1,Cammy Macgregor,R32,6-0 4-6 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Gigi Fernandez
111,H2H 3-0,Nathalie Herreman,R32,6-4 6-0,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Amy Frazier
112,H2H 5-0,Rachel McQuillan,R32,6-1 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Jana Novotna
113,H2H 2-0,Michelle Jaggard-Lai,R64,6-0 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Ann Wunderlich
114,H2H 1-0,Akemi Nishiya,R64,3-6 7-5 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Ann Henricksson
115,H2H 1-0,Dianne  Van Rensburg,R64,6-1 6-0,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Radomira Zrubakova
116,H2H 1-0,Carrie Cunningham,R64,5-7 6-1 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Barbara Paulus
117,H2H 1-1,Jo-Anne Faull,R64,6-3 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Brenda Schultz-McCarthy
118,H2H 1-0,Catherine Tanvier,R64,6-0 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Nicole Bradtke
119,H2H 1-2,Louise Field,R64,7-5 6-7 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Elizabeth Smylie
120,H2H 2-1,Andrea Temesvari,R64,6-3 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Manon Bollegraf
121,H2H 3-0,Karine Quentrec-Eagle,R64,7-5 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Judith Wiesner
122,H2H 2-1,Patty Fendick,R64,5-7 7-5 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Claudia Porwik
123,H2H 2-3,Claudia Kohde-Kilsch,R64,6-2 7-5,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Elise Burgin
124,H2H 1-0,Regina Rajchrtova,R64,7-6 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Jana Pospisilova
125,H2H 1-0,Lori McNeil,R64,6-2 1-6 7-5,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Julie Halard-Decugis
126,H2H 1-0,Stacey Martin,R64,6-2 0-6 7-5,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Terry Phelps
127,H2H 1-0,Anne Minter,R64,6-4 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Petra Langrova
128,H2H 1-0,Akiko Kijimuta,R64,6-3 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Natalia Zvereva
129,H2H 1-1,Kristine Kunce,R64,6-3 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Laura Golarsa
130,H2H 3-0,Katrina Adams,R64,6-2 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Isabelle Demongeot
131,H2H 1-0,Etsuko Inoue,R64,6-4 4-6 7-5,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Shaun Stafford
132,H2H 2-1,Nana Smith,R64,6-4 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Cammy Macgregor
133,H2H 3-0,Halle Cioffi,R64,6-3 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Gigi Fernandez
134,H2H 2-0,Nicole Krijger-Jagerman,R64,3-6 6-4 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Amy Frazier
135,H2H 1-0,Tami Whitlinger-Jones,R64,1-6 6-3 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Nathalie Herreman
136,H2H 1-1,Robin White,R64,4-6 6-2 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,Rachel McQuillan
137,,L Savchenko / N Zvereva,F,6-3 7-5,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,J Novotna / H Sukova
138,,M Lindstrom / H Ludloff,SF,4-6 6-4 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,J Novotna / H Sukova
139,,K Jordan / E Smylie,SF,7-5 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,L Savchenko / N Zvereva
140,,C Macgregor / C Macgregor,QF,7-5 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,J Novotna / H Sukova
141,,B Schultz-McCarthy / A Temesvari,QF,6-3 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,M Lindstrom / H Ludloff
142,,J Tremelling / W Turnbull,QF,6-3 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,K Jordan / E Smylie
143,,P Fendick / M Fernandez,QF,6-4 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,L Savchenko / N Zvereva
144,,J Faull / R McQuillan,R16,6-3 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,J Novotna / H Sukova
145,,J Hetherington / N Bradtke,R16,3-6 6-4 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,C Macgregor / C Macgregor
146,,H Mandlikova / P Shriver,R16,7-6 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,M Lindstrom / H Ludloff
147,,L Field / L Gregory,R16,6-3 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,B Schultz-McCarthy / A Temesvari
148,,E Burgin / R Nideffer,R16,6-2 3-6 7-6,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,J Tremelling / W Turnbull
149,,G Fernandez / R White,R16,WO,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,K Jordan / E Smylie
150,,S Collins / J Smoller,R16,6-3 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,P Fendick / M Fernandez
151,,L Golarsa / J Wiesner,R16,6-4 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,L Savchenko / N Zvereva
152,,R Reis / S Stafford,R32,7-5 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,J Faull / R McQuillan
153,,C Porwik / R Reggi-concato,R32,6-3 6-7 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,C Macgregor / C Macgregor
154,,N Herreman / C Suire,R32,6-4 6-2,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,J Hetherington / N Bradtke
155,,M Bollegraf / J Durie,R32,6-2 2-6 6-3,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,M Lindstrom / H Ludloff
156,,I Demongeot / C Tanvier,R32,6-3 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,B Schultz-McCarthy / A Temesvari
157,,K Adams / L McNeil,R32,3-6 7-5 6-4,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,L Field / L Gregory
158,,L O'Neill / S Schilder,R32,6-4 1-6 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,J Tremelling / W Turnbull
159,,H Cioffi / A Frazier,R32,6-4 7-6,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,E Burgin / R Nideffer
160,,A Henricksson / T Scheuer-Larsen,R32,7-6 6-1,1990-01-08,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1990,Sydney,K Jordan / E Smylie
