,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 2-1,Dominika Cibulkova,0.0,6.0,8360492.0,3523081.0,,2.3,Dominika Cibulkova,112.0,11.0,5.0,112.0,47.0,110.0,79.0,44.0,31.0,21.0,16.0,,,,,1.0,228.0,,,2.30,1.63,F,6-4 4-6 7-6(5),hard,Sloane Stephens,3.0,3.0,8360492.0,3523082.0,,1.63,Sloane Stephens,116.0,18.0,5.0,116.0,51.0,109.0,76.0,48.0,33.0,17.0,16.0,,,,,2.0,228.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
1,H2H 4-0,Christina McHale,5.0,4.0,8359768.0,3522810.0,,3.0,Christina McHale,46.0,3.0,2.0,52.0,19.0,51.0,31.0,17.0,20.0,10.0,9.0,,,,,2.0,107.0,,,3.00,1.40,SF,6-3 6-3,hard,Dominika Cibulkova,0.0,3.0,8359768.0,3522809.0,,1.4,Dominika Cibulkova,61.0,8.0,5.0,55.0,28.0,49.0,39.0,28.0,10.0,5.0,9.0,,,,,1.0,107.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
2,H2H 2-0,Yanina Wickmayer,0.0,1.0,8359769.0,3522793.0,,2.75,Yanina Wickmayer,28.0,1.0,1.0,40.0,13.0,43.0,28.0,10.0,15.0,5.0,7.0,,,,,1.0,84.0,,,2.75,1.45,SF,6-2 6-0,hard,Sloane Stephens,2.0,2.0,8359769.0,3522794.0,,1.45,Sloane Stephens,56.0,12.0,6.0,44.0,29.0,38.0,28.0,24.0,10.0,3.0,7.0,,,,,2.0,84.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
3,H2H 3-0,Johanna Larsson,7.0,6.0,8359552.0,3522528.0,,3.1,Johanna Larsson,70.0,11.0,6.0,83.0,38.0,66.0,37.0,20.0,29.0,12.0,13.0,,,,,2.0,155.0,,,3.10,1.36,QF,3-6 6-2 6-3,hard,Dominika Cibulkova,0.0,4.0,8359552.0,3522527.0,,1.36,Dominika Cibulkova,85.0,12.0,8.0,72.0,40.0,79.0,50.0,29.0,29.0,16.0,13.0,,,,,1.0,155.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
4,H2H 4-1,Mirjana Lucic-Baroni,2.0,13.0,8359580.0,3522525.0,,1.72,Mirjana Lucic-Baroni,101.0,10.0,6.0,95.0,45.0,106.0,68.0,39.0,38.0,17.0,15.0,,,,,1.0,214.0,,,1.72,2.00,QF,6-4 6-7(7) 6-2,hard,Christina McHale,1.0,5.0,8359580.0,3522526.0,,2.0,Christina McHale,113.0,25.0,9.0,119.0,63.0,90.0,55.0,33.0,35.0,17.0,15.0,,,,,2.0,214.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
5,H2H 3-1,Anastasia Pavlyuchenkova,4.0,3.0,8359581.0,3522574.0,,1.43,Anastasia Pavlyuchenkova,53.0,3.0,2.0,58.0,18.0,56.0,36.0,25.0,20.0,10.0,10.0,,,,,2.0,117.0,,,1.43,2.80,QF,6-3 7-6(3),hard,Yanina Wickmayer,6.0,2.0,8359581.0,3522573.0,,2.8,Yanina Wickmayer,64.0,5.0,3.0,59.0,24.0,56.0,39.0,28.0,17.0,12.0,11.0,,,,,1.0,117.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
6,H2H 1-0,Naomi Osaka,2.0,1.0,8359582.0,3522529.0,,2.75,Naomi Osaka,56.0,4.0,2.0,51.0,17.0,74.0,43.0,22.0,31.0,17.0,11.0,,,,,1.0,126.0,,,2.75,1.45,QF,6-3 7-5,hard,Sloane Stephens,2.0,4.0,8359582.0,3522530.0,,1.45,Sloane Stephens,70.0,8.0,5.0,75.0,36.0,47.0,30.0,24.0,17.0,10.0,10.0,,,,,2.0,126.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
7,H2H 3-7,Victoria Azarenka,0.0,0.0,8359442.0,3522141.0,,1.28,Victoria Azarenka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,1.28,3.70,R16,WO,hard,Dominika Cibulkova,0.0,0.0,8359442.0,3522142.0,,3.7,Dominika Cibulkova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
8,H2H 1-0,Shelby Rogers,0.0,3.0,8359288.0,3522149.0,,2.35,Shelby Rogers,99.0,16.0,6.0,119.0,57.0,86.0,53.0,27.0,33.0,15.0,15.0,,,,,1.0,208.0,,,2.35,1.61,R16,6-1 6-7(2) 7-5,hard,Johanna Larsson,9.0,9.0,8359288.0,3522150.0,,1.61,Johanna Larsson,109.0,12.0,9.0,89.0,47.0,110.0,79.0,48.0,31.0,14.0,16.0,,,,,2.0,208.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
9,H2H 1-1,Johanna Konta,5.0,3.0,8359289.0,3522201.0,,1.41,Johanna Konta,90.0,12.0,6.0,101.0,45.0,88.0,58.0,29.0,30.0,16.0,15.0,,,,,1.0,192.0,,,1.41,2.90,R16,4-6 6-2 7-5,hard,Mirjana Lucic-Baroni,3.0,8.0,8359289.0,3522202.0,,2.9,Mirjana Lucic-Baroni,102.0,13.0,8.0,91.0,46.0,93.0,58.0,36.0,35.0,20.0,15.0,,,,,2.0,192.0,,,2016-02-22,https://matchstat.com/tennis/tournaments/w/Acapulco/2016,Acapulco
