,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 1-0,Anastasija Sevastova,0.0,3.0,8402376.0,3563680.0,,2.8,Anastasija Sevastova,48.0,4.0,2.0,51.0,15.0,59.0,32.0,17.0,27.0,16.0,9.0,,,,,2.0,113.0,,,2.80,1.40,F,6-3 6-4,grass,Caroline Garcia,4.0,0.0,8402376.0,3563679.0,,1.4,Caroline Garcia,65.0,12.0,4.0,62.0,29.0,51.0,27.0,20.0,24.0,16.0,10.0,,,,,1.0,113.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
1,H2H 2-0,Kirsten Flipkens,5.0,2.0,8401263.0,3563285.0,,2.1,Kirsten Flipkens,73.0,7.0,2.0,80.0,24.0,79.0,52.0,36.0,27.0,13.0,13.0,,,,,1.0,161.0,,,2.10,1.67,SF,6-4 4-6 6-1,grass,Caroline Garcia,7.0,4.0,8401263.0,3563286.0,,1.667,Caroline Garcia,88.0,8.0,4.0,81.0,32.0,76.0,52.0,44.0,24.0,12.0,14.0,,,,,2.0,161.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
2,H2H 2-1,Jelena Jankovic,2.0,1.0,8401264.0,3563302.0,,1.55,Jelena Jankovic,71.0,3.0,1.0,81.0,26.0,74.0,48.0,29.0,26.0,16.0,12.0,,,,,2.0,156.0,,,1.55,2.35,SF,4-6 6-1 6-2,grass,Anastasija Sevastova,1.0,4.0,8401264.0,3563301.0,,2.35,Anastasija Sevastova,85.0,8.0,4.0,75.0,30.0,77.0,43.0,32.0,34.0,23.0,13.0,,,,,1.0,156.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
3,H2H 1-0,Veronica Cepede Royg,0.0,0.0,8400977.0,3562936.0,,2.62,Veronica Cepede Royg,52.0,4.0,2.0,69.0,25.0,52.0,38.0,20.0,14.0,7.0,10.0,,,,,2.0,121.0,,,2.62,1.44,QF,7-5 6-3,grass,Kirsten Flipkens,6.0,1.0,8400977.0,3562935.0,,1.44,Kirsten Flipkens,69.0,5.0,4.0,52.0,25.0,68.0,43.0,30.0,25.0,14.0,11.0,,,,,1.0,121.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
4,H2H 4-1,Ana Ivanovic,8.0,10.0,8400978.0,3562955.0,,1.59,Ana Ivanovic,105.0,7.0,4.0,110.0,40.0,100.0,63.0,48.0,37.0,17.0,16.0,,,,,1.0,220.0,,,1.59,2.38,QF,7-6(9) 5-7 6-3,grass,Caroline Garcia,9.0,5.0,8400978.0,3562956.0,,2.38,Caroline Garcia,115.0,7.0,4.0,110.0,45.0,105.0,64.0,44.0,41.0,26.0,17.0,,,,,2.0,220.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
5,H2H 2-2,Mariana Duque-Marino,3.0,5.0,8400804.0,3562738.0,,2.1,Mariana Duque-Marino,91.0,17.0,5.0,97.0,43.0,87.0,49.0,28.0,38.0,20.0,14.0,,,,,2.0,189.0,,,2.10,1.73,QF,6-4 3-6 6-3,grass,Anastasija Sevastova,0.0,2.0,8400804.0,3562737.0,,1.727,Anastasija Sevastova,98.0,12.0,6.0,92.0,44.0,95.0,50.0,31.0,45.0,23.0,14.0,,,,,1.0,189.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
6,H2H 4-4,Sorana Cirstea,0.0,5.0,8400735.0,3562511.0,,1.8,Sorana Cirstea,50.0,7.0,2.0,57.0,22.0,56.0,27.0,14.0,29.0,14.0,9.0,,,,,1.0,118.0,,,1.80,1.95,QF,6-3 6-3,grass,Jelena Jankovic,6.0,2.0,8400735.0,3562512.0,,1.95,Jelena Jankovic,68.0,11.0,5.0,61.0,33.0,55.0,36.0,25.0,19.0,10.0,9.0,,,,,2.0,118.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
7,H2H 3-0,Monica Puig,2.0,5.0,8400493.0,3561810.0,,1.59,Monica Puig,53.0,5.0,2.0,63.0,23.0,51.0,34.0,22.0,17.0,8.0,9.0,,,,,2.0,119.0,,,1.59,2.35,R16,6-3 6-4,grass,Kirsten Flipkens,2.0,2.0,8400493.0,3561809.0,,2.35,Kirsten Flipkens,66.0,5.0,4.0,56.0,26.0,61.0,42.0,32.0,19.0,8.0,10.0,,,,,1.0,119.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
8,H2H 2-0,Laura Siegemund,2.0,4.0,8400494.0,3561720.0,,1.53,Laura Siegemund,109.0,10.0,4.0,103.0,40.0,106.0,70.0,48.0,36.0,21.0,17.0,,,,,2.0,213.0,,,1.53,2.45,R16,7-6(5) 3-6 7-5,grass,Veronica Cepede Royg,0.0,2.0,8400494.0,3561719.0,,2.45,Veronica Cepede Royg,104.0,12.0,4.0,110.0,41.0,101.0,75.0,53.0,26.0,10.0,16.0,,,,,1.0,213.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
9,H2H 1-0,Sara Sorribes Tormo,0.0,2.0,8400561.0,3561904.0,,5.25,Sara Sorribes Tormo,27.0,0.0,0.0,42.0,12.0,34.0,21.0,9.0,13.0,6.0,6.0,,,,,2.0,78.0,,,5.25,1.19,R16,6-1 6-0,grass,Ana Ivanovic,0.0,0.0,8400561.0,3561903.0,,1.19,Ana Ivanovic,51.0,9.0,5.0,36.0,21.0,42.0,23.0,17.0,19.0,13.0,7.0,,,,,1.0,78.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/w/Mallorca/2016,Mallorca
