,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 2-1,Mariana Duque-Marino,0.0,1.0,8389828.0,3552478.0,,2.75,Mariana Duque-Marino,45.0,6.0,0.0,63.0,21.0,46.0,30.0,18.0,16.0,6.0,8.0,,,,,2.0,110.0,,,2.75,1.44,F,6-2 6-2,clay,Kiki Bertens,3.0,1.0,8389828.0,3552477.0,,1.444,Kiki Bertens,65.0,7.0,4.0,47.0,23.0,62.0,48.0,33.0,14.0,9.0,8.0,,,,,1.0,110.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
1,H2H 1-0,Julia Goerges,8.0,3.0,8389428.0,3552054.0,,2.28,Julia Goerges,91.0,3.0,2.0,87.0,25.0,99.0,60.0,46.0,39.0,20.0,16.0,,,,,2.0,189.0,,,2.28,1.63,SF,3-6 6-4 7-6(4),clay,Kiki Bertens,4.0,0.0,8389428.0,3552053.0,,1.63,Kiki Bertens,98.0,6.0,2.0,102.0,36.0,87.0,54.0,41.0,33.0,21.0,15.0,,,,,1.0,189.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
2,H2H 2-0,Annika Beck,0.0,0.0,8389429.0,3552471.0,,,Annika Beck,48.0,2.0,1.0,52.0,16.0,62.0,52.0,24.0,10.0,8.0,10.0,,,,,1.0,114.0,,,,,SF,7-5 6-1,clay,Mariana Duque-Marino,4.0,2.0,8389429.0,3552472.0,,,Mariana Duque-Marino,66.0,9.0,5.0,62.0,30.0,50.0,31.0,29.0,19.0,7.0,9.0,,,,,2.0,114.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
3,H2H 1-0,Irina Falconi,0.0,0.0,8389256.0,3551610.0,,3.4,Irina Falconi,25.0,1.0,1.0,23.0,9.0,36.0,22.0,12.0,14.0,4.0,4.0,,,,,2.0,59.0,,,3.40,1.32,QF,6-1 0-1 Ret.,clay,Kiki Bertens,0.0,0.0,8389256.0,3551609.0,,1.32,Kiki Bertens,34.0,9.0,3.0,36.0,20.0,23.0,21.0,12.0,2.0,2.0,4.0,,,,,1.0,59.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
4,H2H 0-1,Lesia Tsurenko,0.0,0.0,8389026.0,3551605.0,,2.35,Lesia Tsurenko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,2.35,1.60,QF,WO,clay,Julia Goerges,0.0,0.0,8389026.0,3551606.0,,1.6,Julia Goerges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
5,H2H 2-1,Anna-Lena Friedsam,4.0,3.0,8389027.0,3551171.0,,1.72,Anna-Lena Friedsam,97.0,11.0,5.0,109.0,50.0,86.0,57.0,34.0,29.0,13.0,14.0,,,,,1.0,198.0,,,1.72,2.00,QF,7-6(6) 2-6 6-2,clay,Annika Beck,1.0,2.0,8389027.0,3551172.0,,2.0,Annika Beck,101.0,8.0,5.0,89.0,42.0,107.0,82.0,46.0,25.0,13.0,14.0,,,,,2.0,198.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
6,H2H 1-2,Varvara Lepchenko,1.0,5.0,8389257.0,3551751.0,,1.6,Varvara Lepchenko,117.0,15.0,8.0,127.0,57.0,113.0,77.0,45.0,36.0,15.0,18.0,,,,,1.0,245.0,,,1.60,2.33,QF,5-7 7-6(4) 7-5,clay,Mariana Duque-Marino,2.0,2.0,8389257.0,3551752.0,,2.33,Mariana Duque-Marino,128.0,18.0,8.0,118.0,58.0,125.0,78.0,52.0,47.0,18.0,18.0,,,,,2.0,245.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
7,H2H 2-1,Roberta Vinci,1.0,1.0,8388432.0,3551059.0,,2.55,Roberta Vinci,59.0,5.0,2.0,66.0,20.0,64.0,42.0,28.0,22.0,11.0,11.0,,,,,1.0,131.0,,,2.55,1.48,R16,6-4 7-6(4),clay,Kiki Bertens,3.0,4.0,8388432.0,3551060.0,,1.48,Kiki Bertens,72.0,5.0,3.0,65.0,26.0,62.0,42.0,33.0,20.0,13.0,11.0,,,,,2.0,131.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
8,H2H 1-0,Misaki Doi,2.0,1.0,8388149.0,3551068.0,,1.533,Misaki Doi,93.0,11.0,3.0,97.0,35.0,94.0,55.0,35.0,39.0,23.0,15.0,,,,,2.0,192.0,,,1.53,2.40,R16,6-3 5-7 6-4,clay,Irina Falconi,5.0,4.0,8388149.0,3551067.0,,2.4,Irina Falconi,99.0,9.0,4.0,95.0,37.0,93.0,64.0,46.0,29.0,16.0,16.0,,,,,1.0,192.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
9,H2H 1-1,Polona Hercog,0.0,3.0,8388150.0,3550448.0,,1.53,Polona Hercog,84.0,12.0,7.0,85.0,42.0,88.0,44.0,25.0,44.0,17.0,15.0,,,,,2.0,176.0,,,1.53,2.37,R16,5-7 6-4 6-2,clay,Lesia Tsurenko,0.0,1.0,8388150.0,3550447.0,,2.37,Lesia Tsurenko,92.0,14.0,9.0,91.0,49.0,84.0,68.0,34.0,16.0,9.0,15.0,,,,,1.0,176.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/w/Nuremberg/2016,Nuremberg
