,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 1-0,Shelby Rogers,0.0,4.0,8358403.0,3520936.0,,2.05,Shelby Rogers,68.0,4.0,3.0,67.0,25.0,75.0,53.0,34.0,22.0,9.0,12.0,,,,,2.0,146.0,,,2.05,1.77,F,2-6 6-2 6-2,clay,Francesca Schiavone,4.0,3.0,8358403.0,3520935.0,,1.77,Francesca Schiavone,78.0,9.0,5.0,79.0,36.0,64.0,41.0,31.0,23.0,11.0,12.0,,,,,1.0,146.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
1,H2H 2-0,Petra Martic,7.0,6.0,8357927.0,3520643.0,,2.0,Petra Martic,47.0,3.0,1.0,53.0,17.0,50.0,36.0,23.0,14.0,7.0,9.0,,,,,1.0,109.0,,,2.00,1.83,SF,6-3 6-3,clay,Francesca Schiavone,4.0,1.0,8357927.0,3520644.0,,1.83,Francesca Schiavone,62.0,8.0,4.0,56.0,26.0,52.0,32.0,27.0,20.0,9.0,9.0,,,,,2.0,109.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
2,H2H 1-0,Sorana Cirstea,1.0,1.0,8358054.0,3520707.0,,1.61,Sorana Cirstea,65.0,13.0,3.0,70.0,29.0,73.0,42.0,21.0,31.0,15.0,10.0,,,,,1.0,144.0,,,1.61,2.35,SF,6-4 6-4,clay,Shelby Rogers,1.0,3.0,8358054.0,3520708.0,,2.35,Shelby Rogers,79.0,10.0,5.0,74.0,38.0,67.0,35.0,22.0,32.0,19.0,10.0,,,,,2.0,144.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
3,H2H 1-1,Lara Arruabarrena,3.0,3.0,8357374.0,3520370.0,,1.57,Lara Arruabarrena,103.0,6.0,4.0,93.0,34.0,118.0,93.0,53.0,25.0,16.0,17.0,,,,,2.0,214.0,,,1.57,2.25,QF,6-4 5-7 7-5,clay,Petra Martic,8.0,5.0,8357374.0,3520369.0,,2.25,Petra Martic,111.0,21.0,5.0,121.0,52.0,88.0,60.0,39.0,28.0,20.0,17.0,,,,,1.0,214.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
4,H2H 1-0,Cindy Burger,8.0,12.0,8357240.0,3519991.0,,3.3,Cindy Burger,105.0,9.0,7.0,87.0,42.0,111.0,61.0,35.0,50.0,28.0,16.0,,,,,1.0,210.0,,,3.30,1.33,QF,3-6 7-6(6) 6-3,clay,Francesca Schiavone,3.0,9.0,8357240.0,3519992.0,,1.33,Francesca Schiavone,105.0,15.0,8.0,123.0,60.0,78.0,41.0,25.0,37.0,20.0,14.0,,,,,2.0,210.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
5,H2H 2-1,Danka Kovinic,0.0,4.0,8357241.0,3520336.0,,1.67,Danka Kovinic,42.0,8.0,2.0,56.0,24.0,45.0,21.0,6.0,24.0,12.0,8.0,,,,,2.0,105.0,,,1.67,2.20,QF,6-1 6-2,clay,Sorana Cirstea,1.0,0.0,8357241.0,3520335.0,,2.2,Sorana Cirstea,63.0,9.0,7.0,49.0,31.0,56.0,32.0,21.0,24.0,11.0,7.0,,,,,1.0,105.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
6,H2H 2-0,Paula Cristina Goncalves,3.0,5.0,8357242.0,3520338.0,,1.95,Paula Cristina Goncalves,81.0,9.0,5.0,93.0,39.0,79.0,44.0,25.0,35.0,17.0,14.0,,,,,2.0,177.0,,,1.95,1.80,QF,6-2 5-7 6-3,clay,Shelby Rogers,1.0,5.0,8357242.0,3520337.0,,1.8,Shelby Rogers,96.0,9.0,7.0,84.0,42.0,88.0,50.0,31.0,38.0,23.0,15.0,,,,,1.0,177.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
7,H2H 1-0,Marina Erakovic,3.0,9.0,8357091.0,3519594.0,,2.0,Marina Erakovic,97.0,8.0,3.0,103.0,37.0,88.0,54.0,38.0,34.0,22.0,16.0,,,,,2.0,200.0,,,2.00,1.83,R16,7-6(2) 5-7 6-2,clay,Petra Martic,6.0,5.0,8357091.0,3519593.0,,1.83,Petra Martic,103.0,10.0,4.0,97.0,37.0,98.0,76.0,51.0,22.0,15.0,16.0,,,,,1.0,200.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
8,H2H 1-0,Ana Bogdan,3.0,2.0,8356837.0,3519579.0,,3.0,Ana Bogdan,110.0,18.0,4.0,116.0,48.0,107.0,89.0,51.0,18.0,11.0,16.0,,,,,1.0,225.0,,,3.00,1.36,R16,7-5 5-7 6-3,clay,Lara Arruabarrena,0.0,2.0,8356837.0,3519580.0,,1.36,Lara Arruabarrena,115.0,15.0,5.0,109.0,47.0,114.0,87.0,54.0,27.0,14.0,17.0,,,,,2.0,225.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
9,H2H 1-1,Elitsa Kostova,0.0,4.0,8356934.0,3519244.0,,2.1,Elitsa Kostova,34.0,0.0,0.0,39.0,10.0,49.0,34.0,19.0,15.0,5.0,8.0,,,,,2.0,92.0,,,2.10,1.71,R16,6-3 6-0,clay,Cindy Burger,3.0,2.0,8356934.0,3519243.0,,1.71,Cindy Burger,58.0,6.0,5.0,53.0,29.0,37.0,19.0,15.0,18.0,14.0,7.0,,,,,1.0,92.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
10,H2H 1-0,Mariana Duque-Marino,2.0,3.0,8356932.0,3519291.0,,2.2,Mariana Duque-Marino,103.0,4.0,4.0,99.0,41.0,107.0,64.0,40.0,43.0,22.0,16.0,,,,,1.0,209.0,,,2.20,1.67,R16,6-4 4-6 7-5,clay,Francesca Schiavone,2.0,8.0,8356932.0,3519292.0,,1.667,Francesca Schiavone,106.0,9.0,5.0,110.0,48.0,91.0,57.0,41.0,34.0,17.0,16.0,,,,,2.0,209.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
11,H2H 3-0,Polona Hercog,2.0,9.0,8356838.0,3519241.0,,1.53,Polona Hercog,78.0,9.0,4.0,76.0,32.0,79.0,46.0,24.0,33.0,22.0,12.0,,,,,1.0,164.0,,,1.53,2.55,R16,7-5 7-6(3),clay,Sorana Cirstea,0.0,6.0,8356838.0,3519242.0,,2.55,Sorana Cirstea,86.0,11.0,5.0,88.0,42.0,70.0,46.0,28.0,24.0,16.0,12.0,,,,,2.0,164.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
12,H2H 1-1,Silvia Soler-Espinosa,0.0,1.0,8356839.0,3519581.0,,2.65,Silvia Soler-Espinosa,42.0,5.0,1.0,56.0,19.0,43.0,27.0,17.0,16.0,6.0,8.0,,,,,1.0,100.0,,,2.65,1.44,R16,6-2 6-3,clay,Danka Kovinic,4.0,3.0,8356839.0,3519582.0,,1.444,Danka Kovinic,58.0,6.0,4.0,44.0,21.0,53.0,32.0,25.0,21.0,12.0,9.0,,,,,2.0,100.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
13,H2H 2-0,Veronica Cepede Royg,2.0,3.0,8356840.0,3519240.0,,1.83,Veronica Cepede Royg,56.0,5.0,2.0,65.0,22.0,60.0,45.0,27.0,15.0,7.0,11.0,,,,,2.0,128.0,,,1.83,1.95,R16,7-5 6-4,clay,Shelby Rogers,4.0,3.0,8356840.0,3519239.0,,1.95,Shelby Rogers,72.0,5.0,4.0,63.0,29.0,62.0,41.0,33.0,21.0,10.0,11.0,,,,,1.0,128.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/w/Rio%20De%20Janeiro/2016,Rio De Janeiro
