,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 1-1,Elena Vesnina,1.0,0.0,8374486.0,3537252.0,,2.4,Elena Vesnina,69.0,6.0,3.0,75.0,31.0,75.0,57.0,31.0,18.0,7.0,10.0,,,,,2.0,150.0,,,2.40,1.55,F,7-6(4) 6-2,clay,Sloane Stephens,3.0,5.0,8374486.0,3537251.0,,1.55,Sloane Stephens,81.0,11.0,5.0,75.0,37.0,70.0,56.0,39.0,14.0,5.0,10.0,,,,,1.0,150.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
1,H2H 2-1,Angelique Kerber,0.0,1.0,8374097.0,3536953.0,,1.56,Angelique Kerber,21.0,0.0,0.0,27.0,7.0,35.0,28.0,11.0,7.0,3.0,5.0,,,,,1.0,63.0,,,1.56,2.45,SF,6-1 3-0 Ret.,clay,Sloane Stephens,3.0,0.0,8374097.0,3536954.0,,2.45,Sloane Stephens,42.0,10.0,4.0,36.0,22.0,27.0,17.0,14.0,10.0,6.0,5.0,,,,,2.0,63.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
2,H2H 1-1,Sara Errani,1.0,2.0,8374098.0,3537045.0,,1.8,Sara Errani,92.0,11.0,4.0,87.0,38.0,100.0,85.0,46.0,15.0,8.0,14.0,,,,,1.0,189.0,,,1.80,2.00,SF,6-4 4-6 6-2,clay,Elena Vesnina,1.0,3.0,8374098.0,3537046.0,,2.0,Elena Vesnina,97.0,14.0,6.0,102.0,48.0,84.0,57.0,37.0,27.0,12.0,14.0,,,,,2.0,189.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
3,H2H 4-2,Irina-Camelia Begu,2.0,4.0,8373592.0,3536742.0,,3.75,Irina-Camelia Begu,44.0,0.0,0.0,50.0,16.0,53.0,40.0,22.0,13.0,6.0,9.0,,,,,2.0,107.0,,,3.75,1.25,QF,6-2 6-3,clay,Angelique Kerber,0.0,1.0,8373592.0,3536741.0,,1.25,Angelique Kerber,63.0,5.0,4.0,57.0,29.0,49.0,33.0,23.0,16.0,11.0,8.0,,,,,1.0,107.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
4,H2H 1-0,Daria Kasatkina,0.0,3.0,8373593.0,3536743.0,,1.91,Daria Kasatkina,95.0,9.0,3.0,102.0,37.0,103.0,67.0,37.0,36.0,21.0,15.0,,,,,1.0,208.0,,,1.91,1.87,QF,6-1 5-7 7-5,clay,Sloane Stephens,3.0,2.0,8373593.0,3536744.0,,1.87,Sloane Stephens,113.0,14.0,5.0,106.0,48.0,100.0,74.0,48.0,26.0,17.0,16.0,,,,,2.0,208.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
5,H2H 2-0,Yulia Putintseva,2.0,1.0,8373594.0,3536662.0,,2.5,Yulia Putintseva,58.0,10.0,3.0,71.0,30.0,65.0,51.0,24.0,14.0,4.0,10.0,,,,,2.0,137.0,,,2.50,1.51,QF,7-6(2) 6-1,clay,Sara Errani,0.0,0.0,8373594.0,3536661.0,,1.51,Sara Errani,79.0,10.0,6.0,66.0,38.0,71.0,63.0,37.0,8.0,4.0,9.0,,,,,1.0,137.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
6,H2H 1-0,Laura Siegemund,2.0,0.0,8373595.0,3536665.0,,2.7,Laura Siegemund,58.0,7.0,3.0,63.0,26.0,60.0,49.0,27.0,11.0,5.0,11.0,,,,,1.0,123.0,,,2.70,1.44,QF,7-5 6-4,clay,Elena Vesnina,2.0,4.0,8373595.0,3536666.0,,1.44,Elena Vesnina,65.0,6.0,5.0,60.0,28.0,59.0,39.0,26.0,20.0,11.0,11.0,,,,,2.0,123.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
7,H2H 2-1,Kristina Kucova,0.0,0.0,8373370.0,3536372.0,,4.95,Kristina Kucova,56.0,11.0,3.0,71.0,34.0,60.0,48.0,17.0,12.0,5.0,9.0,,,,,2.0,131.0,,,4.95,1.16,R16,6-2 6-3,clay,Angelique Kerber,1.0,3.0,8373370.0,3536371.0,,1.16,Angelique Kerber,75.0,10.0,7.0,60.0,38.0,68.0,53.0,31.0,15.0,6.0,8.0,,,,,1.0,131.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
8,H2H 1-0,Monica Puig,5.0,10.0,8373490.0,3536482.0,,2.0,Monica Puig,96.0,11.0,6.0,94.0,46.0,89.0,66.0,37.0,23.0,13.0,14.0,,,,,2.0,193.0,,,2.00,1.83,R16,1-6 6-2 7-6(4),clay,Irina-Camelia Begu,2.0,4.0,8373490.0,3536481.0,,1.83,Irina-Camelia Begu,97.0,11.0,6.0,99.0,49.0,90.0,60.0,28.0,30.0,20.0,13.0,,,,,1.0,193.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
9,H2H 2-0,Louisa Chirico,1.0,4.0,8373479.0,3536411.0,,4.0,Louisa Chirico,48.0,6.0,2.0,65.0,27.0,47.0,24.0,10.0,23.0,11.0,8.0,,,,,1.0,116.0,,,4.00,1.22,R16,6-0 6-4,clay,Daria Kasatkina,4.0,2.0,8373479.0,3536412.0,,1.222,Daria Kasatkina,68.0,8.0,6.0,51.0,30.0,63.0,43.0,25.0,20.0,13.0,8.0,,,,,2.0,116.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Charleston/2016,Charleston
