,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 1-3,Lauren Davis,3.0,0.0,8418249.0,3579279.0,,2.3,Lauren Davis,54.0,4.0,2.0,60.0,25.0,60.0,30.0,19.0,30.0,10.0,9.0,,,,,1.0,120.0,,,2.30,1.57,F,6-4 6-2,hard,Yanina Wickmayer,0.0,1.0,8418249.0,3579280.0,,1.571,Yanina Wickmayer,66.0,8.0,5.0,60.0,31.0,59.0,34.0,18.0,25.0,17.0,9.0,,,,,2.0,120.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
1,H2H 2-0,Jessica Pegula,0.0,2.0,8417677.0,3578845.0,,2.75,Jessica Pegula,58.0,5.0,2.0,60.0,26.0,65.0,35.0,21.0,30.0,11.0,9.0,,,,,1.0,127.0,,,2.75,1.45,SF,6-2 6-3,hard,Lauren Davis,0.0,4.0,8417677.0,3578846.0,,1.45,Lauren Davis,69.0,13.0,6.0,67.0,35.0,56.0,36.0,21.0,20.0,13.0,8.0,,,,,2.0,127.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
2,H2H 2-0,Yulia Putintseva,6.0,5.0,8417678.0,3578822.0,,2.3,Yulia Putintseva,53.0,6.0,1.0,57.0,19.0,58.0,33.0,21.0,25.0,13.0,9.0,,,,,2.0,120.0,,,2.30,1.61,SF,6-4 6-2,hard,Yanina Wickmayer,3.0,1.0,8417678.0,3578821.0,,1.61,Yanina Wickmayer,67.0,6.0,4.0,63.0,29.0,56.0,32.0,25.0,24.0,13.0,9.0,,,,,1.0,120.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
3,H2H 1-0,Samantha Stosur,4.0,7.0,8416723.0,3578133.0,,1.222,Samantha Stosur,68.0,1.0,0.0,77.0,23.0,59.0,40.0,29.0,19.0,16.0,10.0,,,,,1.0,143.0,,,1.22,4.00,QF,7-6(4) 6-3,hard,Jessica Pegula,5.0,1.0,8416723.0,3578134.0,,4.0,Jessica Pegula,75.0,5.0,1.0,66.0,21.0,76.0,42.0,36.0,34.0,18.0,11.0,,,,,2.0,143.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
4,H2H 3-1,Camila Giorgi,1.0,9.0,8416872.0,3578458.0,,1.43,Camila Giorgi,62.0,14.0,4.0,72.0,33.0,56.0,40.0,22.0,16.0,7.0,10.0,,,,,2.0,137.0,,,1.43,2.75,QF,6-4 6-4,hard,Lauren Davis,3.0,0.0,8416872.0,3578457.0,,2.75,Lauren Davis,75.0,14.0,6.0,65.0,36.0,72.0,40.0,22.0,32.0,17.0,10.0,,,,,1.0,137.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
5,H2H 2-2,Kristina Mladenovic,8.0,5.0,8416724.0,3578386.0,,1.727,Kristina Mladenovic,84.0,9.0,3.0,95.0,35.0,75.0,48.0,36.0,27.0,13.0,14.0,,,,,2.0,175.0,,,1.73,2.05,QF,4-6 6-3 6-4,hard,Yanina Wickmayer,1.0,4.0,8416724.0,3578385.0,,2.05,Yanina Wickmayer,91.0,7.0,4.0,80.0,31.0,91.0,60.0,41.0,31.0,19.0,15.0,,,,,1.0,175.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
6,H2H 2-0,Risa Ozaki,0.0,0.0,8416731.0,3578430.0,,3.05,Risa Ozaki,47.0,1.0,1.0,47.0,14.0,64.0,49.0,26.0,15.0,7.0,9.0,,,,,2.0,111.0,,,3.05,1.38,QF,6-4 6-2,hard,Yulia Putintseva,3.0,3.0,8416731.0,3578429.0,,1.38,Yulia Putintseva,64.0,9.0,4.0,64.0,31.0,44.0,27.0,20.0,17.0,13.0,9.0,,,,,1.0,111.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
7,H2H 5-6,Caroline Wozniacki,7.0,1.0,8416226.0,3577064.0,,1.727,Caroline Wozniacki,68.0,6.0,3.0,54.0,24.0,76.0,54.0,34.0,22.0,10.0,10.0,,,,,2.0,131.0,,,1.73,2.10,R16,5-7 4-3 Ret.,hard,Samantha Stosur,2.0,4.0,8416226.0,3577063.0,,2.1,Samantha Stosur,63.0,8.0,3.0,77.0,33.0,50.0,28.0,19.0,22.0,11.0,9.0,,,,,1.0,131.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
8,H2H 1-0,Christina McHale,5.0,3.0,8416309.0,3577568.0,,1.16,Christina McHale,65.0,10.0,2.0,83.0,34.0,56.0,32.0,20.0,24.0,11.0,10.0,,,,,2.0,142.0,,,1.16,5.00,R16,7-5 6-2,hard,Jessica Pegula,2.0,4.0,8416309.0,3577567.0,,5.0,Jessica Pegula,77.0,8.0,5.0,59.0,28.0,79.0,46.0,29.0,33.0,20.0,10.0,,,,,1.0,142.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
9,H2H 2-0,Monica Puig,4.0,3.0,8416537.0,3578039.0,,1.29,Monica Puig,51.0,7.0,1.0,55.0,17.0,60.0,36.0,21.0,24.0,13.0,9.0,,,,,1.0,118.0,,,1.29,3.60,R16,6-4 6-2,hard,Lauren Davis,2.0,0.0,8416537.0,3578040.0,,3.6,Lauren Davis,67.0,7.0,4.0,63.0,29.0,55.0,34.0,26.0,21.0,12.0,9.0,,,,,2.0,118.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
10,H2H 0-1,Tamira Paszek,0.0,0.0,8416495.0,3577553.0,,3.0,Tamira Paszek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,3.00,1.36,R16,WO,hard,Camila Giorgi,0.0,0.0,8416495.0,3577554.0,,1.36,Camila Giorgi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
11,H2H 1-0,Shuai Zhang,4.0,2.0,8416227.0,3577066.0,,2.75,Shuai Zhang,62.0,7.0,3.0,60.0,27.0,71.0,47.0,26.0,24.0,9.0,11.0,,,,,2.0,133.0,,,2.75,1.44,R16,6-3 7-5,hard,Yanina Wickmayer,3.0,4.0,8416227.0,3577065.0,,1.444,Yanina Wickmayer,71.0,10.0,6.0,73.0,38.0,56.0,41.0,25.0,15.0,8.0,10.0,,,,,1.0,133.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
12,H2H 2-3,Sabine Lisicki,2.0,6.0,8416496.0,3578061.0,,1.96,Sabine Lisicki,41.0,2.0,1.0,48.0,14.0,48.0,25.0,16.0,23.0,11.0,9.0,,,,,1.0,102.0,,,1.96,1.84,R16,6-3 6-3,hard,Kristina Mladenovic,1.0,4.0,8416496.0,3578062.0,,1.84,Kristina Mladenovic,61.0,8.0,4.0,54.0,27.0,44.0,19.0,16.0,25.0,18.0,9.0,,,,,2.0,102.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
13,H2H 1-0,Usue Maitane Arconada,0.0,6.0,8416310.0,3577072.0,,5.5,Usue Maitane Arconada,92.0,14.0,5.0,95.0,41.0,89.0,56.0,28.0,33.0,23.0,15.0,,,,,2.0,190.0,,,5.50,1.14,R16,6-4 4-6 6-4,hard,Yulia Putintseva,2.0,5.0,8416310.0,3577071.0,,1.143,Yulia Putintseva,98.0,14.0,6.0,95.0,44.0,90.0,55.0,37.0,35.0,17.0,15.0,,,,,1.0,190.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
14,H2H 1-0,Naomi Broady,8.0,5.0,8416497.0,3577627.0,,1.71,Naomi Broady,69.0,4.0,2.0,78.0,21.0,74.0,33.0,24.0,41.0,24.0,14.0,,,,,1.0,157.0,,,1.71,2.10,R16,6-1 5-7 6-4,hard,Risa Ozaki,3.0,3.0,8416497.0,3577628.0,,2.1,Risa Ozaki,88.0,6.0,4.0,79.0,31.0,75.0,52.0,43.0,23.0,14.0,15.0,,,,,2.0,157.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
15,H2H 1-0,Alla Kudryavtseva,2.0,3.0,8414514.0,3576554.0,,4.4,Alla Kudryavtseva,39.0,0.0,0.0,49.0,15.0,43.0,23.0,14.0,20.0,10.0,7.0,,,,,2.0,95.0,,,4.40,1.21,R32,6-3 6-0,hard,Samantha Stosur,8.0,8.0,8414514.0,3576553.0,,1.21,Samantha Stosur,56.0,7.0,4.0,46.0,22.0,41.0,33.0,30.0,8.0,4.0,8.0,,,,,1.0,95.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
16,H2H 1-0,Hiroko Kuwata,1.0,5.0,8414515.0,3576555.0,,6.0,Hiroko Kuwata,35.0,3.0,0.0,57.0,20.0,35.0,22.0,7.0,13.0,8.0,7.0,,,,,1.0,97.0,,,6.00,1.13,R32,6-1 6-1,hard,Caroline Wozniacki,0.0,4.0,8414515.0,3576556.0,,1.13,Caroline Wozniacki,62.0,6.0,5.0,40.0,25.0,53.0,34.0,29.0,19.0,8.0,7.0,,,,,2.0,97.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/w/Washington%20DC/2016,Washington DC
