,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 1-2,Camila Giorgi,2.0,3.0,8374425.0,3537173.0,,1.9,Camila Giorgi,40.0,3.0,1.0,56.0,21.0,41.0,27.0,14.0,14.0,5.0,8.0,,,,,1.0,100.0,,,1.90,1.90,F,6-4 6-0,I hard,Dominika Cibulkova,2.0,4.0,8374425.0,3537174.0,,1.9,Dominika Cibulkova,60.0,7.0,5.0,44.0,25.0,52.0,34.0,23.0,18.0,12.0,8.0,,,,,2.0,100.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
1,H2H 1-0,Jelena Ostapenko,2.0,1.0,8373818.0,3536859.0,,1.66,Jelena Ostapenko,48.0,4.0,2.0,62.0,23.0,49.0,36.0,17.0,13.0,8.0,9.0,,,,,1.0,112.0,,,1.66,2.20,SF,6-4 6-3,I hard,Camila Giorgi,2.0,3.0,8373818.0,3536860.0,,2.2,Camila Giorgi,64.0,4.0,4.0,50.0,25.0,59.0,34.0,21.0,25.0,18.0,10.0,,,,,2.0,112.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
2,H2H 3-1,Pauline Parmentier,1.0,4.0,8373921.0,3536884.0,,3.0,Pauline Parmentier,47.0,6.0,1.0,61.0,23.0,49.0,28.0,14.0,21.0,10.0,9.0,,,,,2.0,114.0,,,3.00,1.38,SF,7-5 6-0,I hard,Dominika Cibulkova,0.0,3.0,8373921.0,3536883.0,,1.38,Dominika Cibulkova,67.0,7.0,5.0,53.0,29.0,58.0,43.0,27.0,15.0,11.0,9.0,,,,,1.0,114.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
3,H2H 1-0,Timea Babos,5.0,5.0,8373464.0,3536640.0,,2.25,Timea Babos,93.0,9.0,5.0,95.0,37.0,98.0,64.0,39.0,34.0,17.0,14.0,,,,,2.0,198.0,,,2.25,1.61,QF,7-6(3) 2-6 6-3,I hard,Jelena Ostapenko,4.0,6.0,8373464.0,3536639.0,,1.61,Jelena Ostapenko,105.0,7.0,4.0,103.0,47.0,89.0,64.0,42.0,25.0,16.0,15.0,,,,,1.0,198.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
4,H2H 1-2,Kirsten Flipkens,3.0,5.0,8373465.0,3536390.0,,2.02,Kirsten Flipkens,86.0,7.0,4.0,86.0,33.0,95.0,59.0,31.0,36.0,22.0,15.0,,,,,2.0,186.0,,,2.02,1.80,QF,6-2 5-7 6-4,I hard,Camila Giorgi,5.0,6.0,8373465.0,3536389.0,,1.8,Camila Giorgi,100.0,12.0,6.0,100.0,47.0,80.0,53.0,38.0,27.0,15.0,15.0,,,,,1.0,186.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
5,H2H 4-0,Francesca Schiavone,3.0,8.0,8373482.0,3536652.0,,3.25,Francesca Schiavone,46.0,9.0,3.0,58.0,24.0,46.0,24.0,12.0,22.0,10.0,9.0,,,,,2.0,112.0,,,3.25,1.34,QF,7-5 6-1,I hard,Dominika Cibulkova,1.0,2.0,8373482.0,3536651.0,,1.34,Dominika Cibulkova,66.0,7.0,6.0,54.0,32.0,56.0,36.0,24.0,20.0,10.0,10.0,,,,,1.0,112.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
6,H2H 3-0,Magda Linette,0.0,3.0,8373552.0,3536641.0,,2.5,Magda Linette,55.0,5.0,0.0,57.0,16.0,68.0,51.0,30.0,17.0,9.0,9.0,,,,,1.0,128.0,,,2.50,1.50,QF,6-2 6-4,I hard,Pauline Parmentier,9.0,1.0,8373552.0,3536642.0,,1.5,Pauline Parmentier,73.0,7.0,3.0,71.0,32.0,56.0,41.0,29.0,15.0,12.0,9.0,,,,,2.0,128.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
7,H2H 1-0,Kristyna Pliskova,8.0,1.0,8373221.0,3536108.0,,2.18,Kristyna Pliskova,58.0,8.0,2.0,70.0,26.0,62.0,44.0,29.0,18.0,3.0,10.0,,,,,2.0,133.0,,,2.18,1.68,R16,6-3 6-4,I hard,Jelena Ostapenko,2.0,2.0,8373221.0,3536107.0,,1.68,Jelena Ostapenko,75.0,8.0,5.0,63.0,31.0,68.0,44.0,25.0,24.0,19.0,9.0,,,,,1.0,133.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
8,H2H 1-0,Viktorija Golubic,4.0,2.0,8373379.0,3536329.0,,2.62,Viktorija Golubic,95.0,12.0,7.0,102.0,50.0,85.0,63.0,33.0,22.0,12.0,14.0,,,,,1.0,189.0,,,2.62,1.44,R16,1-6 6-4 7-5,I hard,Timea Babos,5.0,4.0,8373379.0,3536330.0,,1.44,Timea Babos,94.0,9.0,6.0,87.0,42.0,98.0,60.0,35.0,38.0,17.0,15.0,,,,,2.0,189.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
9,H2H 1-0,Ekaterina Alexandrova,7.0,9.0,8373380.0,3536114.0,,4.0,Ekaterina Alexandrova,97.0,9.0,3.0,100.0,39.0,102.0,55.0,38.0,47.0,20.0,14.0,,,,,2.0,211.0,,,4.00,1.25,R16,4-6 6-2 6-4,I hard,Camila Giorgi,1.0,8.0,8373380.0,3536113.0,,1.25,Camila Giorgi,114.0,16.0,5.0,111.0,53.0,92.0,56.0,36.0,36.0,25.0,14.0,,,,,1.0,211.0,,,2016-04-04,https://matchstat.com/tennis/tournaments/w/Katowice/2016,Katowice
