,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 2-0,Karolina Pliskova,4.0,3.0,8405044.0,3566728.0,,1.59,Karolina Pliskova,67.0,9.0,3.0,82.0,36.0,57.0,36.0,24.0,21.0,7.0,10.0,,,,,2.0,142.0,,,1.59,2.35,F,7-5 6-3,grass,Dominika Cibulkova,0.0,1.0,8405044.0,3566727.0,,2.35,Dominika Cibulkova,75.0,11.0,5.0,60.0,29.0,81.0,59.0,33.0,22.0,13.0,11.0,,,,,1.0,142.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
1,H2H 1-0,Monica Puig,2.0,2.0,8404363.0,3566716.0,,,Monica Puig,43.0,1.0,0.0,57.0,19.0,47.0,33.0,17.0,14.0,7.0,7.0,,,,,2.0,106.0,,,,,SF,6-2 6-1,grass,Dominika Cibulkova,1.0,2.0,8404363.0,3566715.0,,,Dominika Cibulkova,63.0,10.0,4.0,49.0,25.0,55.0,40.0,30.0,15.0,8.0,8.0,,,,,1.0,106.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
2,H2H 5-0,Johanna Konta,5.0,1.0,8405043.0,3566718.0,,,Johanna Konta,93.0,7.0,1.0,99.0,31.0,97.0,73.0,48.0,24.0,14.0,15.0,,,,,2.0,197.0,,,,,SF,6-7(5) 6-3 6-3,grass,Karolina Pliskova,12.0,5.0,8405043.0,3566717.0,,,Karolina Pliskova,104.0,10.0,4.0,98.0,36.0,94.0,64.0,48.0,30.0,20.0,15.0,,,,,1.0,197.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
3,H2H 6-7,Agnieszka Radwanska,10.0,1.0,8404237.0,3565827.0,,1.38,Agnieszka Radwanska,105.0,7.0,3.0,99.0,36.0,117.0,79.0,50.0,38.0,19.0,16.0,,,,,1.0,217.0,,,1.38,3.05,QF,4-6 7-6(2) 6-3,grass,Dominika Cibulkova,0.0,3.0,8404237.0,3565828.0,,3.05,Dominika Cibulkova,112.0,12.0,4.0,118.0,49.0,96.0,65.0,45.0,31.0,18.0,15.0,,,,,2.0,217.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
4,H2H 2-2,Kristina Mladenovic,10.0,12.0,8404238.0,3565829.0,,1.63,Kristina Mladenovic,119.0,23.0,5.0,129.0,56.0,98.0,69.0,49.0,29.0,14.0,16.0,,,,,1.0,239.0,,,1.63,2.28,QF,7-6(6) 4-6 6-3,grass,Monica Puig,2.0,9.0,8404238.0,3565830.0,,2.28,Monica Puig,120.0,13.0,6.0,110.0,47.0,120.0,82.0,51.0,38.0,22.0,15.0,,,,,2.0,239.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
5,H2H 1-0,Elena Vesnina,1.0,9.0,8404239.0,3566254.0,,2.75,Elena Vesnina,35.0,1.0,1.0,41.0,12.0,45.0,32.0,18.0,13.0,5.0,8.0,,,,,2.0,95.0,,,2.75,1.40,QF,6-1 6-3,grass,Karolina Pliskova,4.0,1.0,8404239.0,3566253.0,,1.4,Karolina Pliskova,60.0,10.0,5.0,54.0,31.0,40.0,24.0,19.0,16.0,10.0,8.0,,,,,1.0,95.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
6,H2H 3-0,Ekaterina Makarova,3.0,3.0,8404240.0,3566246.0,,2.37,Ekaterina Makarova,61.0,5.0,3.0,65.0,25.0,61.0,43.0,27.0,18.0,9.0,11.0,,,,,2.0,129.0,,,2.37,1.53,QF,7-6(5) 6-4,grass,Johanna Konta,10.0,5.0,8404240.0,3566245.0,,1.53,Johanna Konta,68.0,7.0,4.0,64.0,28.0,60.0,42.0,31.0,18.0,9.0,11.0,,,,,1.0,129.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
7,H2H 3-0,Eugenie Bouchard,3.0,3.0,8404077.0,3565248.0,,3.25,Eugenie Bouchard,48.0,5.0,2.0,57.0,23.0,50.0,33.0,15.0,17.0,10.0,9.0,,,,,2.0,110.0,,,3.25,1.34,R16,6-3 6-3,grass,Agnieszka Radwanska,2.0,0.0,8404077.0,3565247.0,,1.34,Agnieszka Radwanska,62.0,9.0,5.0,53.0,28.0,57.0,41.0,29.0,16.0,5.0,9.0,,,,,1.0,110.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
8,H2H 4-1,Kateryna Bondarenko,5.0,4.0,8404078.0,3565244.0,,2.62,Kateryna Bondarenko,78.0,14.0,3.0,93.0,38.0,69.0,51.0,31.0,18.0,9.0,10.0,,,,,2.0,166.0,,,2.62,1.44,R16,7-6(3) 6-3,grass,Dominika Cibulkova,2.0,2.0,8404078.0,3565243.0,,1.44,Dominika Cibulkova,88.0,8.0,4.0,73.0,33.0,91.0,66.0,42.0,25.0,13.0,11.0,,,,,1.0,166.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
9,H2H 1-0,Anna-Lena Friedsam,4.0,3.0,8404079.0,3565246.0,,2.15,Anna-Lena Friedsam,72.0,8.0,3.0,63.0,20.0,92.0,59.0,38.0,33.0,14.0,11.0,,,,,2.0,158.0,,,2.15,1.65,R16,6-4 7-6(4),grass,Kristina Mladenovic,5.0,3.0,8404079.0,3565245.0,,1.65,Kristina Mladenovic,86.0,18.0,4.0,95.0,43.0,60.0,44.0,32.0,16.0,11.0,11.0,,,,,1.0,158.0,,,2016-06-20,https://matchstat.com/tennis/tournaments/w/Eastbourne/2016,Eastbourne
